sku,image,small_image,thumbnail,media_gallery
REFDE00193,+/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg,/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg;/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5-right.jpg
REFDE00194,+/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg,+/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg,/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5.jpg;/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5-left.jpg;/DELL-REFURBISHED-VOSTRO-DT-3250/-6th-Gen-Ci5-right.jpg
QCNBB000777,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,/DELL-STUDIO-1558.jpg;/DELL-STUDIO-1558-left.jpg;/DELL-STUDIO-1558-right.jpg
QCNBB000816,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,/DELL-STUDIO-1558.jpg;/DELL-STUDIO-1558-left.jpg;/DELL-STUDIO-1558-right.jpg
SYGNBQB0131,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,/DELL-STUDIO-1558.jpg;/DELL-STUDIO-1558-left.jpg;/DELL-STUDIO-1558-right.jpg
SYGNBQB0088,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,/DELL-STUDIO-1558.jpg;/DELL-STUDIO-1558-left.jpg;/DELL-STUDIO-1558-right.jpg
QCNBB000745,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,/DELL-STUDIO-1558.jpg;/DELL-STUDIO-1558-left.jpg;/DELL-STUDIO-1558-right.jpg
QCNBB000651,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,+/DELL-STUDIO-1558.jpg,/DELL-STUDIO-1558.jpg;/DELL-STUDIO-1558-left.jpg;/DELL-STUDIO-1558-right.jpg
SYGNBQB0106,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,/Dell-XPS-L502X.jpg;/Dell-XPS-L502X-left.jpg;/Dell-XPS-L502X-right.jpg
SYGNBQB0095,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,/Dell-XPS-L502X.jpg;/Dell-XPS-L502X-left.jpg;/Dell-XPS-L502X-right.jpg
QCNBB000747,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,/Dell-XPS-L502X.jpg;/Dell-XPS-L502X-left.jpg;/Dell-XPS-L502X-right.jpg
QCNBB000327,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,/Dell-XPS-L502X.jpg;/Dell-XPS-L502X-left.jpg;/Dell-XPS-L502X-right.jpg
QCNBB000577,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,/Dell-XPS-L502X.jpg;/Dell-XPS-L502X-left.jpg;/Dell-XPS-L502X-right.jpg
QCNBB000551,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,+/Dell-XPS-L502X.jpg,/Dell-XPS-L502X.jpg;/Dell-XPS-L502X-left.jpg;/Dell-XPS-L502X-right.jpg
